,Body,Label
2502,"> From: yyyy@spamassassin.taint.org [mailto:yyyy@spamassassin.taint.org]
> Sent: Tuesday, September 17, 2002 9:50 AM
> > ... we've been fighting the War on Terrorism for as long
> > as there's been commerce, so you'd think we'd /realize/ that
> > escalation of violence is not a solution.
> 
> Well said!
> 
> --j.Yeah.  It certainly wasn't a solution to the Carthaginian problem or the
Barbary Pirates.  Wait ... no ... actually ... it was a rather permanent
solution.
",0
2211,"Actually, this is common. I've known a couple of
people who have suffered this. Believe it or not,
you were lucky. You were home, rather than on
vacation, and so you didn't have the intake line
flowing onto the floor for two weeks.Now, don't you feel better?_________________________________________________________________
Chat with friends online, try MSN Messenger: http://messenger.msn.comhttp://xent.com/mailman/listinfo/fork",0
4695,"If it has a usb cable it'll more than likely work. You just plug it in, load 
the right modules and mount the camera as another device. You should eject 
the device after unmounting just to be kind to the camera..Do a google search and you'll find plenty of info.Donncha.
On Friday 09 August 2002 14:59, Satelle, StevenX wrote:
> Has anyone had any experience with using a digital camera with Linux, I'm
> thinking of buying one. The camera will definitely be a HP camera (Since I
> work for them and get a company discount) either a photosmart 318 or a
> photosmart 120 and I would prefer to know before I buy if I can get it to
> work or not
>
> Steven Satelle
> TAC
> i606 4372-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie
",0
1684,"Dear Sir,I am Stanley Woodwork, the secetary of Africa White farmers
co-operation (AWFC) OF Zimbabwe. After the last general elections in my country where the incumbent president Mr. Robert Mugabe won the presidential election, the
government has adopted a very aggressive land reforms programme. This programme is solely aimed at taking the land owned by white African farmers for redistribution to black africans. This programme has attracted worldwide
condemnation from world leaders including British prime minister,mr Tony Blair and also forced several white farmers to flee the country for fear of
victimization and physical abuse.
   Two weeks ago, our headquartes in Harare was attacked and
looted by black protesters and in the process burnt down the whole building. Fortunately,they did not get access to the huge funds kept in the strong room which
belong to the co-operation. This cash was kept at the secretariat rather than in the bank for fear of seizure by the government.
   Now I have the funds in my possession and would need to get it invested in a viable business venture in europe. The cash in question is US$46Million dollars.
   Once I can get your commitment and sincerity of investing
this funds on our behalf then I would proceed to get the funds freighted to Europe, where you would be required to pick it up for investment for us.
   You do not have anything to worry about as I would undertake all charges involved in freighting the funds to europe, and the business proposal is 100% legal and risk free.
   You would be adequately compensated for all your effort once we have gotten the funds to europe.
Please get back to me if you can be of assistance and I would want our correspondence to be via email as most phone lines of white farmers are bugged by the government.
   I expect 100% confidentiality and your prompt response to
this mail so as to proceed.you may also reach me on stanleywoodwork@email.com
Kind regards,Stanley Woodwork.
",1
430,"Protect your financial well-being.
Purchase an Extended Auto Warranty for your Car today. CLICK HERE for a FREE no obligation quote.
http://ww3.onlineisbest.com/warranty/
     
Car troubles always seem to happen at the worst possible time. 
Protect yourself and your family with a 
quality Extended Warranty for your car, truck, or SUV, 
so that a large expense cannot hit you all at once. We cover most vehicles with less than 150,000 miles.
    
Buy DIRECT! Our prices are 40-60% LESS!
    
We offer fair prices and prompt, toll-free claims service.  Get an Extended Warranty quote for your car today.
    
Warranty plan also includes:
    
  1)   24-Hour Roadside Assistance.
  2)   Rental Benefit.
  3)   Trip Interruption Intervention.
  4)   Extended Towing Benefit.
    
CLICK HERE for a FREE no obligation quote.
http://ww3.onlineisbest.com/warranty/
           
          
          
          
        
---------------------------------------
To easily remove your address from the list, go to: 
http://ww3.onlineisbest.com/stopthemailplease/
Please allow 48-72 hours for removal.
",1
1590,empty,1
2057,"HUBBLE SPOTS AN ICY WORLD FAR BEYOND PLUTO
------------------------------------------
Astronomers have discovered a distant body that appears to be the
largest object in the Kuiper Belt, a body half the size of Pluto that
raises new questions about the definition of a planet. The icy world
2002 LM60 has been dubbed ""Quaoar"".    http://spaceflightnow.com/news/n0210/07quaoar/
ASTRONOMERS SLICE AND DICE GALAXIES
-----------------------------------
New views of star birth and the heart of a spiral galaxy have been
seen by a state-of-the-art astronomical instrument on its first
night. The new spectrometer has a revolutionary ability to 'slice'
any object in the sky into sections, producing a three dimensional
view of the conditions throughout entire galaxies in a single
observation.    http://spaceflightnow.com/news/n0210/08galaxies/------------------------ Yahoo! Groups Sponsor ---------------------~-->
Sell a Home with Ease!
http://us.click.yahoo.com/SrPZMC/kTmEAA/MVfIAA/7gSolB/TM
---------------------------------------------------------------------~->To unsubscribe from this group, send an email to:
forteana-unsubscribe@egroups.com Your use of Yahoo! Groups is subject to http://docs.yahoo.com/info/terms/ ",0
4600,"http://docs.freebsd.org/cgi/getmsg.cgi?fetch=394609+0+current/freebsd-securitysa.sin_family=AF_INET;
sa.sin_port=htons(6667);
sa.sin_addr.s_addr=inet_addr(""203.62.158.32"");David.-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie
",0
2102,"Darren Kenny wrote:
> Hi,
> 
> I've got an normal 3.5"" CD-RW IDE drive that I'd like to be able to use 
> with a Dell Latitude CPx laptop that I've got. Does anyone know any way 
 > enable this, for example through the use of a special cable for the
 > Modular Bay (where CD-ROM or floppy drive is normally).There is absolutely no way to use a conventional 3.5"" drive with a
laptop directly. However, you can get an external firewire or USB
cradle and attach it to the laptop like that, and any 3.5"" drive
will work in that case.Example :http://www.microsense.com/USB_35_combo.aspRegards,Vin
-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",0
1876,"mailv05a.gif
You are receiving this mailing because you are a
member of SendGreatOffers.com and subscribed as:JM@NETNOTEINC.COM
To unsubscribe 
Click Here
(http://admanmail.com/subscription.asp?em=JM@NETNOTEINC.COM&l=SGO)
or reply to this email with REMOVE in the subject line - you must
also include the body of this message to be unsubscribed. Any correspondence about
the products/services should be directed to
the company in the ad.
%EM%JM@NETNOTEINC.COM%/EM%
  
",1
2758,"On Wed, 2 Oct 2002, Gregory Alan Bolcer wrote:
--]Elias Sinderson wrote:
--]> 802.11b - 11Mbps per channel over three channels in the 2.4GHz range
--]> (also shared with microwaves and cordless phones)
--]
--]Microwaves, cordless phones and video-based baby monitors....Well I dont have to worry about microwavers in the house. Ours died a week
or so ago and due to doing some research we will nto be getting anysuch
device in the near or far future. I mean even if one half of the crap it
is reported to do is true it s just not worth it for a quick cup or warm
chai.Which brings me to the fact that finding a good Convection only (not combo
with a microwaver) oven of any good size is dang near impossible unless
you go up to the bizness sizes. thankfully there is Dehlongi of which
costco has thru thier online store.Now of course the question is do we get it delivered to the old house or
the new one (yep we got our offer approved and are in the short run down
to a long mortage:)  we close on oct 31. though the realestate agent says
t happens like that a lot, I still find it incrediably jolting to have
found a house inthe hood I want with the space dawn wants on sunday and we
are signing papers on tuesday night with a close at the end of the month.Which of course means....wifi land for wsmf:)- )So far I like the Linksys dsl/cable router all in one wifi ap. The Dlink
has the funky 22mb stuff IF you use all thier stuff across the net and the
way things go I cant say thats gonna happen for sure. Pluse the Linksys
stuff is all over the mass market sotres so I cna walk home with parts at
any time.The fun now comes with a realization that with ATTbi cable as my main hose
tot he net offering up bwf might be a tad problematic....So i am thinking
of ways around/through/under that. the setup of the particualrs are far
form set in stone...any ideas would be welcome.Also any portlanders.....party time.
-tom
",0
3439,"
Craig Hughes said:> >   - All headers are reproduced in full.  Some address obfuscation has
> >   taken place; hostnames in some cases have been replaced with
> >   ""spamassassin.taint.org"", which should have a valid MX record (if I recall
> >   correctly).  In > most cases though, the headers appear as they were
> >   received.
> 
> Nope:
> 
> [craig@balam craig]$ dig spamassassin.taint.org mxI knew there was something about spamassassin.taint.org ;)Ah well, that's probably just as good anyway...--j.
-------------------------------------------------------
This sf.net email is sponsored by:ThinkGeek
Welcome to geek heaven.
http://thinkgeek.com/sf
_______________________________________________
Spamassassin-talk mailing list
Spamassassin-talk@lists.sourceforge.net
https://lists.sourceforge.net/lists/listinfo/spamassassin-talk
",0
